datetime,field1,field2,field3,field4
2021-06-01T11:00:00.000Z,8.6,16,7,668
2021-06-01T12:00:00.000Z,5.4,19,6.9,967
2021-06-01T13:00:00.000Z,7.4,15,5.1,721
2021-06-01T14:00:00.000Z,6.3,16,6.1,825
2021-06-01T15:00:00.000Z,5.4,22,6.8,619
2021-06-01T16:00:00.000Z,7.3,21,8,793
2021-06-01T17:00:00.000Z,7.4,15,7,880
2021-06-01T18:00:00.000Z,7,18,6.9,934
2021-06-01T19:00:00.000Z,5.6,17,5.1,971
2021-06-01T20:00:00.000Z,6.4,22,7,840
2021-06-01T21:00:00.000Z,6.1,16,6.4,997
2021-06-01T22:00:00.000Z,6.4,22,7,824
2021-06-01T23:00:00.000Z,7.8,18,7,624
2021-06-02T00:00:00.000Z,7.1,16,5.6,721
2021-06-02T01:00:00.000Z,7,19,8.3,979
2021-06-02T02:00:00.000Z,6.9,15,6.5,816
2021-06-02T03:00:00.000Z,7.6,14,7.4,986
2021-06-02T04:00:00.000Z,8.6,22,7.6,721
2021-06-02T05:00:00.000Z,7,18,6.8,1015
2021-06-02T06:00:00.000Z,7.3,14,6.6,1015
2021-06-02T07:00:00.000Z,7.3,18,6.4,667
2021-06-02T08:00:00.000Z,5.8,20,5.4,903
2021-06-02T09:00:00.000Z,7.2,22,6,636
2021-06-02T10:00:00.000Z,6.3,17,7,634
2021-06-02T11:00:00.000Z,8.6,21,5.4,692
2021-06-02T12:00:00.000Z,6,18,6.8,758
2021-06-02T13:00:00.000Z,5.6,18,7,866
2021-06-02T14:00:00.000Z,5.5,17,8.1,792
2021-06-02T15:00:00.000Z,6.3,14,5.4,952
2021-06-02T16:00:00.000Z,6.3,21,7,764
2021-06-02T17:00:00.000Z,5.7,21,6.8,902
2021-06-02T18:00:00.000Z,5.4,19,7,643
2021-06-02T19:00:00.000Z,7,21,7.1,634
2021-06-02T20:00:00.000Z,7.7,17,7.4,867
2021-06-02T21:00:00.000Z,6.5,15,6.9,895
2021-06-02T22:00:00.000Z,7.6,21,6.7,991
2021-06-02T23:00:00.000Z,6.3,17,8.2,765
2021-06-03T00:00:00.000Z,7.7,16,5.6,792
2021-06-03T01:00:00.000Z,8.6,17,5.3,681
2021-06-03T02:00:00.000Z,7.9,20,6.9,790
2021-06-03T03:00:00.000Z,8.8,17,6.3,729
2021-06-03T04:00:00.000Z,8.5,20,6,829
2021-06-03T05:00:00.000Z,6.2,21,7.1,706
2021-06-03T06:00:00.000Z,5.8,18,5.9,876
2021-06-03T07:00:00.000Z,6.9,18,5.8,928
2021-06-03T08:00:00.000Z,8.3,18,6.4,984
2021-06-03T09:00:00.000Z,5.6,14,5.9,998
2021-06-03T10:00:00.000Z,7,15,6,638
2021-06-03T11:00:00.000Z,8.9,17,7,784
2021-06-03T12:00:00.000Z,5.5,15,7.2,894
2021-06-03T13:00:00.000Z,6.2,16,7.4,907
2021-06-03T14:00:00.000Z,7,17,6.5,939
2021-06-03T15:00:00.000Z,8.7,16,8.4,677
2021-06-03T16:00:00.000Z,6.4,20,6.3,702
2021-06-03T17:00:00.000Z,5.7,18,6.4,697
2021-06-03T18:00:00.000Z,7.7,17,7.3,790
2021-06-03T19:00:00.000Z,6.7,17,8.4,813
2021-06-03T20:00:00.000Z,5.6,22,5.5,683
2021-06-03T21:00:00.000Z,6.9,16,5.4,995
2021-06-03T22:00:00.000Z,7.2,18,8,992
2021-06-03T23:00:00.000Z,6.9,15,7.1,929
2021-06-04T00:00:00.000Z,6.4,19,7.4,754
2021-06-04T01:00:00.000Z,5.6,22,7.9,642
2021-06-04T02:00:00.000Z,7,14,7.8,649
2021-06-04T03:00:00.000Z,5.7,16,6.8,880
2021-06-04T04:00:00.000Z,6.5,18,8.3,852
2021-06-04T05:00:00.000Z,8.3,20,7.2,808
2021-06-04T06:00:00.000Z,6,22,7,1015
2021-06-04T07:00:00.000Z,7.7,16,5.1,974
2021-06-04T08:00:00.000Z,7.6,15,7.9,885
2021-06-04T09:00:00.000Z,6.7,20,6.8,722
2021-06-04T10:00:00.000Z,7.9,18,6.9,928
2021-06-04T11:00:00.000Z,6.7,21,5.9,972
2021-06-04T12:00:00.000Z,7.2,17,8.2,753
2021-06-04T13:00:00.000Z,6.7,19,6.2,812
2021-06-04T14:00:00.000Z,5.4,16,6.4,922
2021-06-04T15:00:00.000Z,6.6,14,8,669
2021-06-04T16:00:00.000Z,8,19,7.9,837
2021-06-04T17:00:00.000Z,7,18,5.2,895
2021-06-04T18:00:00.000Z,6.1,21,6.2,796
2021-06-04T19:00:00.000Z,5.7,19,5.4,780
2021-06-04T20:00:00.000Z,7.6,17,5.6,839
2021-06-04T21:00:00.000Z,7.3,20,8.1,800
2021-06-04T22:00:00.000Z,7,22,8,725
2021-06-04T23:00:00.000Z,6.3,21,6.6,634
2021-06-05T00:00:00.000Z,8.5,21,6.7,635
2021-06-05T01:00:00.000Z,8.4,14,8.1,706
2021-06-05T02:00:00.000Z,8.2,14,7.3,738
2021-06-05T03:00:00.000Z,5.7,16,6.8,691
2021-06-05T04:00:00.000Z,6.2,20,8.4,686
2021-06-05T05:00:00.000Z,5.8,15,5.4,948
2021-06-05T06:00:00.000Z,7.9,20,8.2,861
2021-06-05T07:00:00.000Z,8.2,14,6.2,941
2021-06-05T08:00:00.000Z,6.3,19,7,814
2021-06-05T09:00:00.000Z,5.9,21,8.2,884
2021-06-05T10:00:00.000Z,8.7,21,7.8,824
2021-06-05T11:00:00.000Z,8.3,19,7.3,687
2021-06-05T12:00:00.000Z,8.7,18,6.5,746
2021-06-05T13:00:00.000Z,7.4,19,8.4,855
2021-06-05T14:00:00.000Z,5.3,21,7.1,803
2021-06-05T15:00:00.000Z,6.2,14,6.9,982
2021-06-05T16:00:00.000Z,7.6,14,7.4,764
2021-06-05T17:00:00.000Z,8.8,19,6.4,872
2021-06-05T18:00:00.000Z,5.9,15,6.6,693
2021-06-05T19:00:00.000Z,6.5,19,6.9,855
2021-06-05T20:00:00.000Z,7.2,18,6.2,778
2021-06-05T21:00:00.000Z,6.5,21,7,627
2021-06-05T22:00:00.000Z,7.3,16,5.7,764
2021-06-05T23:00:00.000Z,7.7,21,7.1,898
2021-06-06T00:00:00.000Z,6.5,20,7.4,953
2021-06-06T01:00:00.000Z,7.1,17,6.6,665
2021-06-06T02:00:00.000Z,7.5,21,6.8,934
2021-06-06T03:00:00.000Z,8.8,21,6.8,823
2021-06-06T04:00:00.000Z,8.8,22,6.2,672
2021-06-06T05:00:00.000Z,7.5,16,7.5,667
2021-06-06T06:00:00.000Z,7.8,22,5.5,914
2021-06-06T07:00:00.000Z,6.3,19,5.2,821
2021-06-06T08:00:00.000Z,7,20,7.7,954
2021-06-06T09:00:00.000Z,8.6,14,7.2,990
2021-06-06T10:00:00.000Z,8.6,18,8,988
2021-06-06T11:00:00.000Z,5.8,16,7.1,833
2021-06-06T12:00:00.000Z,8.2,16,7.9,866
2021-06-06T13:00:00.000Z,5.8,18,7.9,927
2021-06-06T14:00:00.000Z,7.4,17,6.1,688
2021-06-06T15:00:00.000Z,6.5,22,6.7,942
2021-06-06T16:00:00.000Z,6.2,16,5.3,990
2021-06-06T17:00:00.000Z,8,22,6.5,921
2021-06-06T18:00:00.000Z,8.1,15,6.2,855
2021-06-06T19:00:00.000Z,6,14,6.6,990
2021-06-06T20:00:00.000Z,7.6,16,6.6,803
2021-06-06T21:00:00.000Z,6.6,21,5.2,938
2021-06-06T22:00:00.000Z,5.6,20,7.3,685
2021-06-06T23:00:00.000Z,7.7,21,7.9,972
2021-06-07T00:00:00.000Z,6.4,20,5.5,690
2021-06-07T01:00:00.000Z,7.7,14,7.2,689
2021-06-07T02:00:00.000Z,7.1,19,7.5,983
2021-06-07T03:00:00.000Z,8.6,16,6.5,893
2021-06-07T04:00:00.000Z,6.7,18,7.4,894
2021-06-07T05:00:00.000Z,7.5,20,8.1,771
2021-06-07T06:00:00.000Z,6.1,22,8.4,837
2021-06-07T07:00:00.000Z,6.9,22,8.3,673
2021-06-07T08:00:00.000Z,6,19,8.1,763
2021-06-07T09:00:00.000Z,5.5,16,5.7,713
2021-06-07T10:00:00.000Z,5.5,17,7.6,885
2021-06-07T11:00:00.000Z,7.5,21,6.8,828
2021-06-07T12:00:00.000Z,8.3,22,6.1,879
2021-06-07T13:00:00.000Z,5.8,15,7.9,825
2021-06-07T14:00:00.000Z,7.4,14,6.7,672
2021-06-07T15:00:00.000Z,7.5,22,6.3,739
2021-06-07T16:00:00.000Z,7.2,21,8.2,954
2021-06-07T17:00:00.000Z,7.3,14,6.7,711
2021-06-07T18:00:00.000Z,8.2,18,5.5,716
2021-06-07T19:00:00.000Z,6,20,5.3,748
2021-06-07T20:00:00.000Z,6.5,18,5.4,954
2021-06-07T21:00:00.000Z,8.6,21,8,645
2021-06-07T22:00:00.000Z,6.4,16,5.2,802
2021-06-07T23:00:00.000Z,5.5,21,7.8,711
2021-06-08T00:00:00.000Z,5.5,17,7.4,951
2021-06-08T01:00:00.000Z,8,22,6.1,961
2021-06-08T02:00:00.000Z,5.6,18,5.4,729
2021-06-08T03:00:00.000Z,5.9,19,5.6,633
2021-06-08T04:00:00.000Z,7,21,7.1,630
2021-06-08T05:00:00.000Z,6.7,18,8.2,876
2021-06-08T06:00:00.000Z,6.7,21,7,634
2021-06-08T07:00:00.000Z,8,18,5.8,778
2021-06-08T08:00:00.000Z,8.4,14,7.8,930
2021-06-08T09:00:00.000Z,6.2,14,6.5,770
2021-06-08T10:00:00.000Z,6.8,14,8.1,754
2021-06-08T11:00:00.000Z,6.4,20,5.8,925
2021-06-08T12:00:00.000Z,7.7,20,8.3,831
2021-06-08T13:00:00.000Z,7.9,17,8.1,939
2021-06-08T14:00:00.000Z,7.1,17,7.5,682
2021-06-08T15:00:00.000Z,7.8,22,7.6,797
2021-06-08T16:00:00.000Z,7.8,19,7.9,865
2021-06-08T17:00:00.000Z,5.7,21,8.4,814
2021-06-08T18:00:00.000Z,7.2,15,5.3,734
2021-06-08T19:00:00.000Z,6.4,22,7.3,944
2021-06-08T20:00:00.000Z,7.1,18,6.8,903
2021-06-08T21:00:00.000Z,5.8,17,5.7,971
2021-06-08T22:00:00.000Z,5.7,14,6.1,968
2021-06-08T23:00:00.000Z,8.6,17,8.4,945
2021-06-09T00:00:00.000Z,7.8,14,7.5,753
2021-06-09T01:00:00.000Z,6.9,17,7.7,882
2021-06-09T02:00:00.000Z,6,21,5.2,938
2021-06-09T03:00:00.000Z,5.6,16,7.1,770
2021-06-09T04:00:00.000Z,8.3,21,6.4,968
2021-06-09T05:00:00.000Z,6.9,21,8.4,626
2021-06-09T06:00:00.000Z,6.9,15,8.1,841
2021-06-09T07:00:00.000Z,6.7,19,6.6,734
2021-06-09T08:00:00.000Z,6.4,20,5.9,816
2021-06-09T09:00:00.000Z,6.5,18,5.9,754
2021-06-09T10:00:00.000Z,6.8,18,5.3,763
2021-06-09T11:00:00.000Z,7.4,21,5.5,698
2021-06-09T12:00:00.000Z,7.4,16,6.6,950
2021-06-09T13:00:00.000Z,8.7,17,5.1,854
2021-06-09T14:00:00.000Z,8.7,15,6.6,724
2021-06-09T15:00:00.000Z,6.6,14,5.4,648
2021-06-09T16:00:00.000Z,6.3,21,6.9,910
2021-06-09T17:00:00.000Z,8.1,19,5.2,749
2021-06-09T18:00:00.000Z,7.1,17,7.2,1004
2021-06-09T19:00:00.000Z,8,22,6,640
2021-06-09T20:00:00.000Z,8.2,19,5.1,909
2021-06-09T21:00:00.000Z,7.2,14,5.9,829
2021-06-09T22:00:00.000Z,7.6,15,5.6,997
2021-06-09T23:00:00.000Z,5.8,20,8.1,805
2021-06-10T00:00:00.000Z,7.2,14,5.7,878
2021-06-10T01:00:00.000Z,6.6,15,5.2,963
2021-06-10T02:00:00.000Z,7.2,16,7.5,804
2021-06-10T03:00:00.000Z,7.2,22,7.1,646
2021-06-10T04:00:00.000Z,6.3,14,5.2,801
2021-06-10T05:00:00.000Z,7.8,15,6.3,686
2021-06-10T06:00:00.000Z,8.2,17,6.4,845
2021-06-10T07:00:00.000Z,8.1,15,7.4,866
2021-06-10T08:00:00.000Z,6.3,16,6,998
2021-06-10T09:00:00.000Z,8.5,17,7.2,688
2021-06-10T10:00:00.000Z,6.2,22,5.7,983
2021-06-10T11:00:00.000Z,7.5,15,5.8,960
2021-06-10T12:00:00.000Z,5.5,20,6.8,626
2021-06-10T13:00:00.000Z,8.1,16,6,1001
2021-06-10T14:00:00.000Z,7.4,17,5.2,868
2021-06-10T15:00:00.000Z,5.3,22,7.3,887
2021-06-10T16:00:00.000Z,7.7,22,7.5,945
2021-06-10T17:00:00.000Z,6.4,20,7.2,839
2021-06-10T18:00:00.000Z,7.6,21,7,740
2021-06-10T19:00:00.000Z,8.8,22,5.4,748
2021-06-10T20:00:00.000Z,6.2,19,6.7,747
2021-06-10T21:00:00.000Z,7.6,17,7.7,950
2021-06-10T22:00:00.000Z,7.6,15,6.3,1012
2021-06-10T23:00:00.000Z,8.4,19,7.1,967
2021-06-11T00:00:00.000Z,8,21,8.5,989
2021-06-11T01:00:00.000Z,7.9,14,7.4,963
2021-06-11T02:00:00.000Z,8.7,17,6,692
2021-06-11T03:00:00.000Z,7,16,7.8,874
2021-06-11T04:00:00.000Z,8.3,15,8.2,1021
2021-06-11T05:00:00.000Z,7.3,21,8.4,984
2021-06-11T06:00:00.000Z,5.7,14,6.9,676
2021-06-11T07:00:00.000Z,8.7,22,7.6,762
2021-06-11T08:00:00.000Z,7.2,17,7.2,668
2021-06-11T09:00:00.000Z,7.2,19,7.2,785
2021-06-11T10:00:00.000Z,7.6,21,6.5,703
2021-06-11T11:00:00.000Z,7,14,7.8,655
2021-06-11T12:00:00.000Z,6.4,17,7.3,627
2021-06-11T13:00:00.000Z,6.7,19,5.7,986
2021-06-11T14:00:00.000Z,6,19,7,947
2021-06-11T15:00:00.000Z,5.4,17,6.3,638
2021-06-11T16:00:00.000Z,6.9,21,8.4,926
2021-06-11T17:00:00.000Z,6.2,14,7.7,942
2021-06-11T18:00:00.000Z,8.6,14,6.7,826
2021-06-11T19:00:00.000Z,8.2,22,6.2,624
2021-06-11T20:00:00.000Z,5.4,22,5.1,757
2021-06-11T21:00:00.000Z,7.5,17,7.5,912
2021-06-11T22:00:00.000Z,6,19,8.1,711
2021-06-11T23:00:00.000Z,7.5,15,6.2,903
2021-06-12T00:00:00.000Z,7.6,17,5.4,937
2021-06-12T01:00:00.000Z,6.3,16,8,1014
2021-06-12T02:00:00.000Z,7.8,17,5.3,693
2021-06-12T03:00:00.000Z,7.2,22,7.4,630
2021-06-12T04:00:00.000Z,7.1,15,5.7,792
2021-06-12T05:00:00.000Z,6.8,21,7.7,824
2021-06-12T06:00:00.000Z,6.7,18,6.7,618
2021-06-12T07:00:00.000Z,5.5,15,6.8,660
2021-06-12T08:00:00.000Z,6.3,19,8.1,804
2021-06-12T09:00:00.000Z,6.2,20,7.9,1006
2021-06-12T10:00:00.000Z,7.9,18,6.5,963
2021-06-12T11:00:00.000Z,7.1,16,6.6,984
2021-06-12T12:00:00.000Z,8.4,19,7.2,618
2021-06-12T13:00:00.000Z,8.8,21,5.8,945
2021-06-12T14:00:00.000Z,5.9,22,8.4,806
2021-06-12T15:00:00.000Z,8.7,15,6.2,762
2021-06-12T16:00:00.000Z,6,18,7.4,827
2021-06-12T17:00:00.000Z,6,16,8,969
2021-06-12T18:00:00.000Z,6.2,15,6.3,665
2021-06-12T19:00:00.000Z,5.9,19,6,1008
2021-06-12T20:00:00.000Z,8.5,22,7.3,980
2021-06-12T21:00:00.000Z,6.2,22,6.5,726
2021-06-12T22:00:00.000Z,5.4,16,7.8,945
2021-06-12T23:00:00.000Z,8.1,15,6.9,839
2021-06-13T00:00:00.000Z,7.2,16,8.3,918
2021-06-13T01:00:00.000Z,6.3,22,6.9,1007
2021-06-13T02:00:00.000Z,8.7,15,6.3,633
2021-06-13T03:00:00.000Z,8.8,20,5.7,765
2021-06-13T04:00:00.000Z,7.2,16,5.9,704
2021-06-13T05:00:00.000Z,7.8,14,7.1,711
2021-06-13T06:00:00.000Z,6.5,18,7.9,697
2021-06-13T07:00:00.000Z,5.5,20,5.3,697
2021-06-13T08:00:00.000Z,8.3,19,7.9,967
2021-06-13T09:00:00.000Z,5.9,19,7.7,704
2021-06-13T10:00:00.000Z,5.7,22,7.3,622
2021-06-13T11:00:00.000Z,5.5,22,6.9,1018
2021-06-13T12:00:00.000Z,8.9,15,8.3,771
2021-06-13T13:00:00.000Z,8.5,19,6,1020
2021-06-13T14:00:00.000Z,7.1,17,6.3,694
2021-06-13T15:00:00.000Z,8,16,7.5,895
2021-06-13T16:00:00.000Z,7.6,14,6.6,741
2021-06-13T17:00:00.000Z,6.1,17,7.3,703
2021-06-13T18:00:00.000Z,8.4,18,6.3,666
2021-06-13T19:00:00.000Z,6.3,16,7.1,868
2021-06-13T20:00:00.000Z,6.8,19,7.4,816
2021-06-13T21:00:00.000Z,7.9,19,7.4,930
2021-06-13T22:00:00.000Z,7.7,19,6.5,686
2021-06-13T23:00:00.000Z,8.5,20,7.2,889
2021-06-14T00:00:00.000Z,8.8,16,7,664
2021-06-14T01:00:00.000Z,6.5,17,7.6,675
2021-06-14T02:00:00.000Z,6.9,14,7.3,954
2021-06-14T03:00:00.000Z,5.4,18,5.5,815
2021-06-14T04:00:00.000Z,5.8,21,5.3,1011
2021-06-14T05:00:00.000Z,8,16,8.4,895
2021-06-14T06:00:00.000Z,7.1,22,5.7,682
2021-06-14T07:00:00.000Z,6.5,15,5.5,628
2021-06-14T08:00:00.000Z,7.3,17,6.9,667
2021-06-14T09:00:00.000Z,8.3,14,5.4,764
2021-06-14T10:00:00.000Z,6.9,21,5.8,979
2021-06-14T11:00:00.000Z,8.1,19,8,751
2021-06-14T12:00:00.000Z,6.1,17,6.7,756
2021-06-14T13:00:00.000Z,5.5,17,7.8,636
2021-06-14T14:00:00.000Z,6.2,21,7.3,782
2021-06-14T15:00:00.000Z,8.1,15,5.8,870
2021-06-14T16:00:00.000Z,5.4,20,5.8,966
2021-06-14T17:00:00.000Z,5.3,14,5.1,1024
2021-06-14T18:00:00.000Z,5.6,21,7.9,1010
2021-06-14T19:00:00.000Z,8.7,17,7.1,823
2021-06-14T20:00:00.000Z,8.8,16,6.2,955
2021-06-14T21:00:00.000Z,8.1,14,6.7,742
2021-06-14T22:00:00.000Z,6.7,17,7.5,701
2021-06-14T23:00:00.000Z,7.1,21,5.8,943
2021-06-15T00:00:00.000Z,6.3,16,5.8,857
2021-06-15T01:00:00.000Z,8.6,22,6.9,878
2021-06-15T02:00:00.000Z,7.6,21,7,898
2021-06-15T03:00:00.000Z,7.9,18,7.2,798
2021-06-15T04:00:00.000Z,6.9,16,8.1,732
2021-06-15T05:00:00.000Z,5.4,19,7.2,786
2021-06-15T06:00:00.000Z,7.7,16,5.7,691
2021-06-15T07:00:00.000Z,6,20,7.5,724
2021-06-15T08:00:00.000Z,8.6,16,5.4,1006
2021-06-15T09:00:00.000Z,6.5,15,7.4,840
2021-06-15T10:00:00.000Z,7.6,20,8.4,649
2021-06-15T11:00:00.000Z,7.8,15,5.1,737
2021-06-15T12:00:00.000Z,5.6,17,7.2,802
2021-06-15T13:00:00.000Z,8,20,7.5,983
2021-06-15T14:00:00.000Z,7.3,16,7.4,929
2021-06-15T15:00:00.000Z,8.1,17,7.1,723
2021-06-15T16:00:00.000Z,5.9,14,6.6,618
2021-06-15T17:00:00.000Z,8.8,17,7.3,757
2021-06-15T18:00:00.000Z,5.9,15,7.9,889
2021-06-15T19:00:00.000Z,6.5,20,7.8,874
2021-06-15T20:00:00.000Z,6.9,17,5.2,744
2021-06-15T21:00:00.000Z,7.6,15,7.4,969
2021-06-15T22:00:00.000Z,8.6,21,5.9,649
2021-06-15T23:00:00.000Z,8.3,14,6.6,812
2021-06-16T00:00:00.000Z,6.4,21,7.7,799
2021-06-16T01:00:00.000Z,8.1,20,8.2,701
2021-06-16T02:00:00.000Z,8.3,18,5.4,855
2021-06-16T03:00:00.000Z,7.4,19,6.4,794
2021-06-16T04:00:00.000Z,6.5,17,6.5,780
2021-06-16T05:00:00.000Z,7.7,17,6,956
2021-06-16T06:00:00.000Z,6.2,17,7.3,983
2021-06-16T07:00:00.000Z,7.5,16,6.6,727
2021-06-16T08:00:00.000Z,5.7,17,7.4,855
2021-06-16T09:00:00.000Z,6.7,14,7,902
2021-06-16T10:00:00.000Z,6,19,6.3,929
2021-06-16T11:00:00.000Z,7.8,20,7.5,921
2021-06-16T12:00:00.000Z,7.5,20,5.3,620
2021-06-16T13:00:00.000Z,7.4,16,7,930
2021-06-16T14:00:00.000Z,8,14,7.5,928
2021-06-16T15:00:00.000Z,5.9,14,6.1,960
2021-06-16T16:00:00.000Z,6.2,22,8.5,1002
2021-06-16T17:00:00.000Z,8,16,6,792
2021-06-16T18:00:00.000Z,7.5,14,7.6,749
2021-06-16T19:00:00.000Z,6.2,18,5.2,718
2021-06-16T20:00:00.000Z,8.4,22,5.5,829
2021-06-16T21:00:00.000Z,7.1,16,6.8,683
2021-06-16T22:00:00.000Z,6.4,19,5.5,670
2021-06-16T23:00:00.000Z,8,19,7.4,628
2021-06-17T00:00:00.000Z,7.6,17,6.5,754
2021-06-17T01:00:00.000Z,7.5,20,7.1,770
2021-06-17T02:00:00.000Z,8.4,18,5.5,632
2021-06-17T03:00:00.000Z,8.7,20,6.4,750
2021-06-17T04:00:00.000Z,8.1,15,6.2,715
2021-06-17T05:00:00.000Z,6.6,20,6.2,763
2021-06-17T06:00:00.000Z,6.4,22,6.6,689
2021-06-17T07:00:00.000Z,8,22,5.4,623
2021-06-17T08:00:00.000Z,8.6,14,7.3,665
2021-06-17T09:00:00.000Z,8.6,22,6.7,816
2021-06-17T10:00:00.000Z,8.6,21,5.7,718
2021-06-17T11:00:00.000Z,6.9,22,6.8,617
2021-06-17T12:00:00.000Z,6.2,14,5.3,892
2021-06-17T13:00:00.000Z,5.6,22,8.5,899
2021-06-17T14:00:00.000Z,6.6,22,6.8,1000
2021-06-17T15:00:00.000Z,7.6,18,6.9,998
2021-06-17T16:00:00.000Z,8,19,7.3,874
2021-06-17T17:00:00.000Z,8.6,15,6.1,646
2021-06-17T18:00:00.000Z,6.5,20,8.5,866
2021-06-17T19:00:00.000Z,7.8,17,6.3,923
2021-06-17T20:00:00.000Z,7.1,21,6.4,1018
2021-06-17T21:00:00.000Z,8.3,21,7.1,648
2021-06-17T22:00:00.000Z,7.9,17,8.3,780
2021-06-17T23:00:00.000Z,6.4,22,7.3,904
2021-06-18T00:00:00.000Z,7.8,16,6.8,817
2021-06-18T01:00:00.000Z,7.6,15,8,969
2021-06-18T02:00:00.000Z,8.4,19,8,664
2021-06-18T03:00:00.000Z,6.8,15,5.9,703
2021-06-18T04:00:00.000Z,5.9,16,5.4,716
2021-06-18T05:00:00.000Z,8.1,22,6.9,715
2021-06-18T06:00:00.000Z,6.5,17,8.5,879
2021-06-18T07:00:00.000Z,8.8,21,5.4,899
2021-06-18T08:00:00.000Z,6.7,18,5.7,864
2021-06-18T09:00:00.000Z,8.3,20,7.3,844
2021-06-18T10:00:00.000Z,7.3,19,6.6,730
2021-06-18T11:00:00.000Z,7.8,16,7.1,917
2021-06-18T12:00:00.000Z,5.4,19,6.7,891
2021-06-18T13:00:00.000Z,6.5,17,5.8,930
2021-06-18T14:00:00.000Z,8,21,7.7,655
2021-06-18T15:00:00.000Z,6.3,18,5.6,906
2021-06-18T16:00:00.000Z,5.6,22,7.3,741
2021-06-18T17:00:00.000Z,8.4,21,6.8,891
2021-06-18T18:00:00.000Z,6.2,15,7.9,817
2021-06-18T19:00:00.000Z,8.2,16,5.8,978
2021-06-18T20:00:00.000Z,6.1,22,8.4,910
2021-06-18T21:00:00.000Z,7.2,18,7.5,742
2021-06-18T22:00:00.000Z,7.7,14,5.1,648
2021-06-18T23:00:00.000Z,7.7,17,6.9,722
2021-06-19T00:00:00.000Z,5.5,16,8.5,834
2021-06-19T01:00:00.000Z,6.3,20,6.2,691
2021-06-19T02:00:00.000Z,6.4,17,8.1,657
2021-06-19T03:00:00.000Z,8.4,17,5.8,974
2021-06-19T04:00:00.000Z,7.9,21,8,702
2021-06-19T05:00:00.000Z,6.6,20,8.1,655
2021-06-19T06:00:00.000Z,6.2,15,7.5,699
2021-06-19T07:00:00.000Z,7.8,22,7.6,883
2021-06-19T08:00:00.000Z,7.2,17,8.2,851
2021-06-19T09:00:00.000Z,5.5,15,7.6,827
2021-06-19T10:00:00.000Z,7.9,19,5.4,680
2021-06-19T11:00:00.000Z,6.3,19,6.2,820
2021-06-19T12:00:00.000Z,8.2,14,8.2,676
2021-06-19T13:00:00.000Z,5.9,19,7.7,1013
2021-06-19T14:00:00.000Z,7.4,15,6.7,828
2021-06-19T15:00:00.000Z,5.6,22,6.6,776
2021-06-19T16:00:00.000Z,6.7,21,7.9,1004
2021-06-19T17:00:00.000Z,6.4,21,6.2,972
2021-06-19T18:00:00.000Z,7.7,15,5.5,1017
2021-06-19T19:00:00.000Z,8.8,15,5.8,886
2021-06-19T20:00:00.000Z,6.3,18,5.9,902
2021-06-19T21:00:00.000Z,5.9,16,8.4,792
2021-06-19T22:00:00.000Z,7.9,15,5.3,868
2021-06-19T23:00:00.000Z,5.6,14,7.4,713
2021-06-20T00:00:00.000Z,8.6,20,7,863
2021-06-20T01:00:00.000Z,8.2,16,5.2,731
2021-06-20T02:00:00.000Z,7.2,18,5.2,998
2021-06-20T03:00:00.000Z,5.8,20,7.5,899
2021-06-20T04:00:00.000Z,5.7,15,7.9,715
2021-06-20T05:00:00.000Z,7.1,19,6.7,801
2021-06-20T06:00:00.000Z,8.2,20,6,710
2021-06-20T07:00:00.000Z,6.5,20,6.3,759
2021-06-20T08:00:00.000Z,5.4,15,6.8,646
2021-06-20T09:00:00.000Z,6.7,15,7.8,877
2021-06-20T10:00:00.000Z,6.3,18,6.5,678
2021-06-20T11:00:00.000Z,6,17,5.5,756
2021-06-20T12:00:00.000Z,8.3,20,6.1,675
2021-06-20T13:00:00.000Z,8.4,20,5.6,769
2021-06-20T14:00:00.000Z,5.6,18,8.1,725
2021-06-20T15:00:00.000Z,6.5,16,7.7,753
2021-06-20T16:00:00.000Z,6.2,15,6.1,959
2021-06-20T17:00:00.000Z,7,18,6.8,862
2021-06-20T18:00:00.000Z,6.4,21,6.5,932
2021-06-20T19:00:00.000Z,6.4,18,5.7,693
2021-06-20T20:00:00.000Z,8.5,14,6.2,704
2021-06-20T21:00:00.000Z,5.5,19,7.8,988
2021-06-20T22:00:00.000Z,5.4,16,6,891
2021-06-20T23:00:00.000Z,8.6,19,7.6,1021
2021-06-21T00:00:00.000Z,8.1,14,6.6,749
2021-06-21T01:00:00.000Z,5.6,15,7.2,986
2021-06-21T02:00:00.000Z,6,18,8.4,1017
2021-06-21T03:00:00.000Z,7.7,15,6.9,809
2021-06-21T04:00:00.000Z,8,22,7.3,750
2021-06-21T05:00:00.000Z,8,16,7.3,631
2021-06-21T06:00:00.000Z,6.4,21,5.9,952
2021-06-21T07:00:00.000Z,7.3,20,6.3,941
2021-06-21T08:00:00.000Z,7.1,20,5.6,1011
2021-06-21T09:00:00.000Z,5.6,22,6.1,880
2021-06-21T10:00:00.000Z,5.6,14,6,980
2021-06-21T11:00:00.000Z,8,17,5.6,751
2021-06-21T12:00:00.000Z,5.4,15,5.2,1008
2021-06-21T13:00:00.000Z,5.8,17,6.8,733
2021-06-21T14:00:00.000Z,8.9,19,8.2,744
2021-06-21T15:00:00.000Z,8.2,19,8.1,699
2021-06-21T16:00:00.000Z,8.1,14,5.5,822
2021-06-21T17:00:00.000Z,6.2,14,5.1,797
